"KUPANG, KOMPAS.com - Gubernur Nusa Tenggara Timur (NTT) Viktor Bungtilu Laiskodat mengingatkan kepala daerah tak hanya fokus menangani kasus virus corona baru atau Covid-19. Kepala daerah juga diminta menangani kasus demam berdarah dengue (DBD), kemiskinan, dan gagal panen. Hal itu disampaikan saat menggelar rapat kerja telekonferensi dengan para bupati dan wali kota seluruh NTT di ruang rapat Kantor Gubernur Sasando, Kamis (16/4/2020). Menurut Viktor, DBD juga merupakan salah satu penyakit yang harus diwaspadai karena telah merenggut puluhan nyawa di NTT. Sehingga, masyarakat tak salah dalam mengambil tindakan untuk berobat ke rumah sakit. Menurutnya, warga yang mengalami demam selama tiga hari berturut-turut harus segera ke rumah sakit agar tak telat mendapatkan perawatan. Pemprov NTT mencatat 4.518 kasus DBD hingga 1 April 2020. Sebanyak 48 pasien DBD meninggal.",demam berdarah
"SEMARANG, KOMPAS.com - Dinas Kesehatan Jawa Tengah menyebut ada 40 orang di Jawa Tengah yang meninggal dunia akibat terserang penyakit demam berdarah dengue (DBD) selama kurun waktu tiga bulan terakhir. Ancaman penyakit yang disebabkan oleh gigitan nyamuk Aedes aegypty itu menunjukkan angka kematian yang lebih tinggi dibandingkan Covid-19 di periode yang sama. Kepala Dinkes Jateng Yulianto Prabowo menyebutkan, di wilayah Jawa Tengah ditemukan demam berdarah sebanyak 2.115 kasus DBD yang tersebar merata di 35 kabupaten/kota. ""Kasus paling banyak ditemukan di Cilacap yakni 216, dengan jumlah meninggal dunia 3 orang. Lalu, Kota Semarang dengan 154 kasus, meninggal 2 orang. Kemudian Jepara dengan 136 kasus, meninggal 1 orang,"" ujar Yulianto di Semarang, Kamis (16/4/2020). Lebih lanjut, jumlah warga yang terserang DBD di Kabupaten Banjarnegara mencapai 62 orang, 3 di antaranya meninggal dunia. Sedangkan, Banyumas terdapat 132 kasus, 3 orang di antaranya meninggal dunia. Klaten ada 131 kasus dan 3 orang meninggal dunia, Kebumen 124 kasus dan 4 orang meninggal, Purbalingga 99 yang meninggal 2 orang, dan Brebes dengan 87 kasus, meninggal 2 orang. ""Kasus demam berdarah di Jateng ini memang selalu terjadi dan tersebar merata. Apalagi kita ini hidup di negara tropis, yang menjadi endemis demam berdarah,"" ungkapnya.",demam berdarah
"ENDE, KOMPAS.com - Kepala Bidang Pencegahan dan Penanggulangan Penyakit (P2P) Dinas Kesehatan Kabupaten Ende, Achmad Gulung mengatakan sebanyak 117 dari 119 penderita demam berdarah dengue (DBD) di daerah itu dinyatakan sembuh. ""Sembuh 117 orang, ia sembuh semua. Kita sudah sentuh dengan fogging, abate, lalu kita kerja bakti dilibatkan dengan masyarakat selama ini,"" jelas Achmad, Senin (30/3/2020). Berdasarkan rekapitulasi harian, tercatat sebanyak 119 kasus DBD di Kabupaten Ende sejak Januari hingga 28 Maret 2020. Dari jumlah kasus tersebut, dua penderita dinyatakan meninggal. Sementara sisanya telah sembuh dan diizinkan pulang ke rumah masing-masing. Kini, kata Ahmad, tak ada lagi pasien DBD di rumah sakit ataupun puskesmas di Kabupaten Ende. ""DBD sudah membaik, lebih baik dari tahun lalu. Semua kasus tentang DBD sudah aman,"" kata Achmad. Informasi yang dihimpun Kompas.com, hingga , Selasa (31/3/2020), jumlah penderita DBD di Provinsi NTT mencapai 4.304 jiwa, dengan tingkat kematian sebesar 1,09 persen atau 47 orang. Ribuan penderita tersebar di 22 kabupaten dan kota di NTT. Sebanyak 47 warga yang meninggal berasal dari Kota Kupang (6 orang), Kabupaten Kupang (4 orang), Kabupaten Timor Tengah Utara (2 orang), Kabupaten Belu (6 orang), Kabupaten Alor (4), Kabupaten Lembata (4 orang), dan Kabupaten Flores Timur (2). Selanjutnya, Kabupaten Sikka (14 orang), Kabupaten Ende (2 orang), Kabupaten Manggarai (1 orang), Manggarai Timur (1 orang), dan Rote Ndao (1 orang). Untuk 4.304 warga yang terjangkit DBD, paling banyak dari Kabupaten Sikka, yakni 1.485 orang. Kemudian Kota Kupang 462 orang, Kabupaten Belu 530 orang, dan Kabupaten Alor 382 orang. Untuk 18 kabupaten lainnya, angka penderita di bawah 200 orang. Kabupaten Sikka sempat menetapkan status kejadian luar biasa (KLB) DBD. Status KLB DBD itu diperpanjang selama tiga kali. Belakangan, status KLB itu telah dicabut karena jumlah kasus yang menurun.
",demam berdarah
"SEMARANG, KOMPAS.com - Sebanyak 17 orang di Jawa Tengah meninggal dunia akibat terjangkit demam berdarah (DB). Data tersebut mengacu pada Dinas Kesehatan (Dinkes) Jateng sejak Januari hingga awal Maret 2020. Angka kematian tersebut cenderung menurun sekitar 1,39 persen dibanding triwulan pertama tahun 2019 yang mencapai 26 orang per 100 ribu pasien. Berdasarkan data Dinkes Jateng per 10 Maret 2020 pukul 19.00 WIB, dari total 35 kota/ kabupaten tercatat ada total 1.227 pasien. Daerah tertinggi penderita DB yakni Cilacap dengan 146 pasien dan 2 meninggal dunia. Kemudian, Kabupaten Jepara 104 pasien dan 1 meninggal dunia, Kota Semarang 85 pasien dan 2 meninggal dunia, Kabupaten Tegal 76 pasien dan 1 meninggal dunia, disusul Brebes dan Kebumen dengan 61 pasien dan 1 meninggal dunia.",demam berdarah
"BEKASI, KOMPAS.com - Berdasarkan catatan Dinas Kesehatan Kabupaten Bekasi sepanjang Januari hingga Februari 2020 ini ada 51 kasus demam berdarah dengue (DBD) di Kabupaten Bekasi. Kepala Dinas Kesehatan Kabupaten Bekasi, Sri Enny mengatakan, jumlah DBD tersebut menurun dari sebelumnya 237 jumlah kasus DBD di Kabupaten Bekasi. ?Alhamdulillah terjadi penurunan kasus dari tahun yang lalu di bulan yang sama,? ucap Sri dalam keterangan tertulisnya, Kamis (12/3/2020). Sri mendetailkan, pada tahun 2019 berjumlah 237 kasus, bulan Januari ada 85 kasus dan bulan Februari ada 152 kasus DBD. Sementara, awal tahun 2020 ini berjumlah 51 kasus, bulan Januari ada 30 kasus dan 21 kasus DBD. Ia mengatakan, jumlah DBD di Kabupaten awal tahun 2020 ini yang terbanyak ada di Kecamatan Setu, Kecamatan Tarumajaya dan Kecamatan Cibarusah. Rata-rata kasus DBD di Kabupaten menyasar masyarakat dengan usia rata-rata 12 hingga 44 tahun. Sri mengatakan, banyaknya jumlah kasus DBD ini disebabkan oleh beberapa faktor. Misalnya, peralihan dari musim hujan ke musim panas yang kerap terjadi belakangan ini. ?Lalu kurangnya kesadaran masyarakat untuk tidak membuang sampah sembarangan itu juga dapat berdampak besar (pada DBD),? ucapnya. Oleh karena itu, untuk menekan angka DBD di Kabupaten Bekasi, Dinas Kesehatan telah melakukan upaya penanggulangan DBD.",demam berdarah
"BOGOR, KOMPAS.com - Korban meninggal karena demam berdarah dengue ( DBD) di Bogor bertambah. Seorang warga Bogor lainnya meninggal. Sejak awal 2020, korban tewas akibat DBD di Bogor sudah lima orang. ""Jumlah lima orang warga yang meninggal dunia itu, selama periode Januari hingga Maret, sampai Kamis hari ini. Semuanya masih dalam usia anak,"" kata Pelaksana tugas (Plt.) Kepala Dinas Kesehatan Kota Bogor Sri Nowo Retno, di Balai Kota Bogor, Kamis (12/3/2020), seperti dikutip Antara. Menurut Retno, panggilan Sri Nowo Retno, satu orang lagi anak yang meninggal dunia pada Kamis ini, adalah warga Kelurahan Katulampa, Bogor Timur, Kota Bogor. Namun saat dibawa ke rumah sakit sudah dalam kondisi DSS (dengue shock syndrome). Menurut Sri Nowo Retno, selama Januari hingga Maret, terjadi tren peningkatan kasus DBD, yakni sebanyak 43 kasus pada Januari.",demam berdarah
"TANGERANG SELATAN, KOMPAS.com - Penderita penyakit demam berdarah ( DBD) yang ada di wilayah Tangerang Selatan, terus meningkat. Tercatat ada 87 pasien penderita DBD menjalani perawatan di Rumah Sakit Umum Tangsel, sepanjang tahun 2020. Wakil Wali Kota Tangerang Selatan, Benyamin Davnie mengatakan, berdasarkan data yang diterima olehnya, 87 pasien penderita DBD terjadi sejak Januari 2020. Saat itu ada 29 penderita DBD yang menjalani perawatan selama 7 hari di RSU Tangsel. ""Berdasarkan data di bulan Januari 2020 ada 29 penderita DBD dengan catatan (pasien) ada dari Kabupaten Tangerang, Gunung Sindur sama Kebayoran Lama,"" kata Benyamin saat mengunjungi RSU Tangsel, Selasa (10/3/2020). Kenaikan terjadi pada bulan Februari 2020, di mana ada 41 pasien penderita DBD yang menjalami perawatan di RSU Tangsel. Menurut Benyamin, untuk jumlah pasien tersebut juga masih didominasi warga Tangerang Selatan. ""Untuk 41 pasien yang di bulan Februari 202 juga baru, karena yang bulan Januari itu sudah sembuh. Dan itu juga masih ada orang di luar Tangsel tapi tingal di dekat sini,"" katanya. Sementara untuk Maret 2020, Benyamin menyebut pasien penderita DBD juga masih ada dan menjalani perawatan di RSU Tangsel. Total ada 13 dari 17 pasien yang masuk di RSU Tangsel sejak bulan Maret 2020 yang baru berjalan 10 hari lalu. ""Ada yang meninggal dua orang, tapi itu bukan karena penyakit DBD saja tapi ada penyakit penyerta lainnya,"" paparnya. Dua orang pasien yang meninggal dunia terjangkit DBD pada bulan Februari 2020 tersebut merupakan anak-anak dan dewasa. ""Untuk yang meninggal itu satu anak dan satu dewasa. Benar DBD tapi ada penyakit penyertanya itu,"" tutupnya.",demam berdarah
"TASIKMALAYA, KOMPAS.com - Pemerintah Kota Tasikmalaya, Jawa Barat, terus berupaya mencegah bertambahnya penderita demam berdarah dengue (DBD). Dinas Kesehatan Tasikmalaya mencatat, jumlah pasien yang positif DBD terus bertambah mencapai 142 orang, Jumlah tersebut dihitung mulai Januari 2020 hingga hari ini, Selasa (10/3/2020). Berdasarkan catatan Dinkes, 3 orang di antara 142 pasien tersebut meninggal dunia. Pertambahan jumlah pasien tergolong cepat. Kepala Bidang Pencegahan dan Penanggulangan Penyakit (P2P) Dinas Kesehatan Kota Tasikmalaya Suryaningsih mengatakan, selama dua pekan terakhir, korban DBD bertambah mencapai 36 orang. Pihaknya pun memprediksi jumlah kasus DBD akan semakin bertambah, terutama jika melihat kondisi cuaca buruk yang masih terjadi di Tasikmalaya. Terlebih lagi, sebagian besar penambahan korban terjadi di wilayah endemik yang selama ini paling banyak penderita DBD. ""Paling banyak korban berada di dua kecamatan, yaitu Tawang dan Tamansari. Tapi dari jumlah korban itu berasal dari seluruh wilayah Kota Tasikmalaya yang berjumlah 10 kecamatan,"" kata Suryaningsih kepada wartawan di kantornya, Selasa siang.",demam berdarah
"MAUMERE, KOMPAS.com - Jumlah penderita demam berdarah dengue (DBD) di Kabupaten Sikka, Nusa Tenggara Timur (NTT) bertambah menjadi 981 jiwa. Sebanyak 9 warga meninggal. Plt Kadis Kesehatan Kabupaten Sikka Petrus Herlemus mengatakan, pihaknya terus bersiaga di puskesmas untuk menekan peningkatan kasus DBD. Setelah menjalin koordinasi lintas sektor, pemerintah kabupaten membentuk tim zona dan perang melawan nyamuk.",demam berdarah
"TANGERANG SELATAN, KOMPAS.com - Awal Januari 2020, sebagian wilayah Jabodetabek lumpuh akibat banjir setelah diterpa hujan deras hingga Rabu (1/1/2020). Salah satunya wilayah yang terendam adalah Tangerang Selatan. Baru selesai masalah banjir, kini warga harus dicemaskan dengaan berbagai penyakit yang ditimbulkan setelahnya.  Penyakit teraebut disebabkan oleh binatang, baik nyamuk dan tikus. Sedikitnya 70 warga RW 10 Kampung Rawa Lele, Kelurahan Jombang, Kecamatan Ciputat, Tangerang Selatan, menderita demam dan radang persendian sejak awak tahun hingga saat ini. Ketua RW 10 Kampung Rawa Lele, Sofyan mengatakan, dugaan penyakit chikunguya yang dialami warganya itu terjadi sejak awal tahun 2020. ""Sekitar ada 70 orang di empat RT itu yang terkena sejak awal Januari 2020 sampai sekarang, masih ada (yang terkena),"" kata Sofyan di lokasi, Selasa (11/2/2020)",demam berdarah
"KOMPAS.com- Kasus Demam Berdarah Denguue ( DBD) menyebar dan memakan korban di sejumlah daerah di Indonesia. Pemerintah Sikka, Nusa Tenggara Timur (NTT) hingga Tasikmalaya, Jawa Barat telah mengonfirmasi kasus DBD hingga menyebabkan warganya meninggal dunia. Masyarakat diminta mengenali gejala awal DBD dan segera melakukan tindakan. Gejala DBD, antara lain demam dalam rentang waktu 2 hingga 3 hari. Gejala lainnya yakni mual, muntah, sakit kepala.",demam berdarah
"SUKABUMI, KOMPAS.com - Sepanjang Januari 2020, puluhan warga terjangkit demam berdarah dengue (DBD) dan sempat dirawat di RSUD R Syamsudin Kota Sukabumi, Jawa Barat. Hingga Selasa (4/2/2019), sejumlah pasien penyakit yang ditularkan melalui melalui gigitan nyamuk Aedes aegypti itu masih ada yang dirawat. Mereka terdiri dari anak-anak dan orang dewasa. Data sementara RSUD R Syamsudin Kota Sukabumi pada Januari 2020 menyebutkan, jumlah pasien demam berdarah sebanyak 43 pasien. Sebanyak 14 pasien di antaranya dari Kota Sukabumi, 28 pasien dari Kabupaten Sukabumi dan 1 pasien dari Kabupaten Cianjur.",demam berdarah
